英文名,中文名,简称,外网价格,外网数量,buff最低价格,最新价格,buff在售数量,饰品类型,比率
★ Sport Gloves | Scarlet Shamagh (Factory New),运动手套（★） | 猩红头巾 (崭新出厂),运动手套（★） | 猩红头巾,3250.0,26.0,14000.03,13973.49,10.0,Gloves,4.307701538461538
★ Moto Gloves | Eclipse (Field-Tested),摩托手套（★） | 日蚀 (久经沙场),摩托手套（★） | 日蚀,249.51,20.0,1075.0,1074.5,134.0,Gloves,4.308444551320589
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),SG 553（StatTrak™） | 青龙 (战痕累累),SG 553（StatTrak™） | 青龙,1.8,14.0,7.76,7.75,47.0,Rifle,4.311111111111111
'The Doctor' Romanov | Sabre,“医生”罗曼诺夫 | 军刀,“医生”罗曼诺夫 | 军刀,6.65,26.0,28.67,28.57,1890.0,Agent,4.311278195488722
AWP | Exoskeleton (Minimal Wear),AWP | 亡灵之主 (略有磨损),AWP | 亡灵之主,5.38,6.0,23.2,23.2,1044.0,Sniper Rifle,4.312267657992565
★ Sport Gloves | Slingshot (Field-Tested),运动手套（★） | 弹弓 (久经沙场),运动手套（★） | 弹弓,1162.72,12.0,5014.5,5014.0,604.0,Gloves,4.312732214118618
StatTrak™ Galil AR | Signal (Factory New),加利尔 AR（StatTrak™） | 信号灯 (崭新出厂),加利尔 AR（StatTrak™） | 信号灯,4.02,1.0,17.34,17.24,203.0,Rifle,4.313432835820896
StatTrak™ PP-Bizon | Space Cat (Factory New),PP-野牛（StatTrak™） | 太空猫 (崭新出厂),PP-野牛（StatTrak™） | 太空猫,4.45,3.0,19.2,19.2,241.0,SMG,4.314606741573034
M4A1-S | Leaded Glass (Battle-Scarred),M4A1 消音型 | 破碎铅秋 (战痕累累),M4A1 消音型 | 破碎铅秋,6.35,3.0,27.4,27.4,157.0,Rifle,4.31496062992126
Glock-18 | Moonrise (Factory New),格洛克 18 型 | 城里的月光 (崭新出厂),格洛克 18 型 | 城里的月光,1.65,21.0,7.12,7.11,2682.0,Pistol,4.315151515151515
AWP | Mortis (Field-Tested),AWP | 死神 (久经沙场),AWP | 死神,2.85,80.0,12.3,12.2,3371.0,Sniper Rifle,4.315789473684211
AUG | Death by Puppy (Field-Tested),AUG | 汪之萌杀 (久经沙场),AUG | 汪之萌杀,7.0,1.0,30.22,30.12,104.0,Rifle,4.317142857142857
P90 | Shapewood (Well-Worn),P90 | 精雕木刻 (破损不堪),P90 | 精雕木刻,2.27,1.0,9.8,9.79,79.0,SMG,4.317180616740089
StatTrak™ SG 553 | Phantom (Minimal Wear),SG 553（StatTrak™） | 幻影 (略有磨损),SG 553（StatTrak™） | 幻影,1.86,5.0,8.03,8.02,307.0,Rifle,4.317204301075268
StatTrak™ P250 | Nevermore (Well-Worn),P250（StatTrak™） | 影魔 (破损不堪),P250（StatTrak™） | 影魔,2.71,1.0,11.7,11.6,9.0,Pistol,4.317343173431734
StatTrak™ MP9 | Food Chain (Battle-Scarred),MP9（StatTrak™） | 爆裂食物链 (战痕累累),MP9（StatTrak™） | 爆裂食物链,3.65,1.0,15.76,15.66,60.0,SMG,4.317808219178082
AUG | Momentum (Battle-Scarred),AUG | 动量 (战痕累累),AUG | 动量,2.29,4.0,9.89,9.89,179.0,Rifle,4.318777292576419
R8 Revolver | Skull Crusher (Well-Worn),R8 左轮手枪 | 头骨粉碎者 (破损不堪),R8 左轮手枪 | 头骨粉碎者,2.16,1.0,9.33,9.32,61.0,Pistol,4.319444444444444
StatTrak™ P250 | Supernova (Minimal Wear),P250（StatTrak™） | 超新星 (略有磨损),P250（StatTrak™） | 超新星,3.21,10.0,13.87,13.77,373.0,Pistol,4.320872274143302
USP-S | Torque (Minimal Wear),USP 消音版 | 力矩 (略有磨损),USP 消音版 | 力矩,1.64,34.0,7.09,7.09,1009.0,Pistol,4.323170731707317
StatTrak™ USP-S | Flashback (Minimal Wear),USP 消音版（StatTrak™） | 闪回 (略有磨损),USP 消音版（StatTrak™） | 闪回,3.03,5.0,13.1,13.0,260.0,Pistol,4.323432343234324
P2000 | Imperial Dragon (Field-Tested),P2000 | 至尊威龙 (久经沙场),P2000 | 至尊威龙,3.88,8.0,16.78,16.68,315.0,Pistol,4.324742268041238
M4A4 | 龍王 (Dragon King) (Battle-Scarred),M4A4 | 龙王 (战痕累累),M4A4 | 龙王,9.38,23.0,40.58,40.48,98.0,Rifle,4.326226012793176
★ Driver Gloves | Black Tie (Factory New),驾驶手套（★） | 西装革履 (崭新出厂),驾驶手套（★） | 西装革履,5170.0,24.0,22373.0,22337.53,18.0,Gloves,4.327466150870406
Glock-18 | Bullet Queen (Minimal Wear),格洛克 18 型 | 子弹皇后 (略有磨损),格洛克 18 型 | 子弹皇后,23.94,1.0,103.6,103.1,609.0,Pistol,4.327485380116959
★ Specialist Gloves | Emerald Web (Minimal Wear),专业手套（★） | 翠绿之网 (略有磨损),专业手套（★） | 翠绿之网,2588.02,3.0,11200.0,11199.5,110.0,Gloves,4.327632707629771
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New),M9 刺刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂),M9 刺刀（★ StatTrak™） | 伽玛多普勒,1409.07,1.0,6100.0,6099.5,66.0,Knife,4.32909649627059
M4A1-S | Leaded Glass (Field-Tested),M4A1 消音型 | 破碎铅秋 (久经沙场),M4A1 消音型 | 破碎铅秋,6.56,78.0,28.41,28.31,3234.0,Rifle,4.3307926829268295
★ StatTrak™ Nomad Knife | Fade (Factory New),流浪者匕首（★ StatTrak™） | 渐变之色 (崭新出厂),流浪者匕首（★ StatTrak™） | 渐变之色,1420.96,30.0,6154.0,6153.5,42.0,Knife,4.330874901475059
StatTrak™ MAG-7 | SWAG-7 (Minimal Wear),MAG-7（StatTrak™） | SWAG-7 (略有磨损),MAG-7（StatTrak™） | SWAG-7,1.6,6.0,6.93,6.92,210.0,Shotgun,4.33125
SCAR-20 | Bloodsport (Minimal Wear),SCAR-20 | 血腥运动 (略有磨损),SCAR-20 | 血腥运动,5.4,1.0,23.4,23.3,212.0,Sniper Rifle,4.333333333333333
StatTrak™ AK-47 | Uncharted (Battle-Scarred),AK-47（StatTrak™） | 迷踪秘境 (战痕累累),AK-47（StatTrak™） | 迷踪秘境,3.32,2.0,14.39,14.29,118.0,Rifle,4.3343373493975905
StatTrak™ Five-SeveN | Kami (Minimal Wear),FN57（StatTrak™） | 神祗 (略有磨损),FN57（StatTrak™） | 神祗,2.18,1.0,9.45,9.44,662.0,Pistol,4.334862385321101
AK-47 | Slate (Well-Worn),AK-47 | 墨岩 (破损不堪),AK-47 | 墨岩,4.06,21.0,17.6,17.6,3461.0,Rifle,4.334975369458129
AK-47 | Slate (Well-Worn),AK-47 | 墨岩 (破损不堪),AK-47 | 墨岩,4.06,21.0,17.6,17.6,3462.0,Rifle,4.334975369458129
★ Specialist Gloves | Tiger Strike (Field-Tested),专业手套（★） | 老虎精英 (久经沙场),专业手套（★） | 老虎精英,952.55,17.0,4129.5,4129.0,808.0,Gloves,4.335205501023569
MP5-SD | Phosphor (Minimal Wear),MP5-SD | 磷光体 (略有磨损),MP5-SD | 磷光体,7.35,1.0,31.87,31.77,267.0,SMG,4.336054421768708
P250 | See Ya Later (Field-Tested),P250 | 生化短吻鳄 (久经沙场),P250 | 生化短吻鳄,5.52,11.0,23.94,23.84,1272.0,Pistol,4.336956521739131
StatTrak™ Tec-9 | Bamboozle (Minimal Wear),Tec-9（StatTrak™） | 青竹伪装 (略有磨损),Tec-9（StatTrak™） | 青竹伪装,2.37,3.0,10.28,10.18,143.0,Pistol,4.337552742616033
P250 | Facets (Minimal Wear),P250 | 多面体 (略有磨损),P250 | 多面体,4.46,1.0,19.35,19.25,17.0,Pistol,4.338565022421525
★ Moto Gloves | Blood Pressure (Field-Tested),摩托手套（★） | 血压 (久经沙场),摩托手套（★） | 血压,253.43,3.0,1100.0,1099.5,354.0,Gloves,4.340449039182417
StatTrak™ Glock-18 | Weasel (Minimal Wear),格洛克 18 型（StatTrak™） | 鼬鼠 (略有磨损),格洛克 18 型（StatTrak™） | 鼬鼠,3.81,2.0,16.54,16.44,239.0,Pistol,4.3412073490813645
MAC-10 | Button Masher (Factory New),MAC-10 | 战争手柄 (崭新出厂),MAC-10 | 战争手柄,1.69,1.0,7.34,7.33,297.0,SMG,4.34319526627219
M4A1-S | Welcome to the Jungle (Minimal Wear),M4A1 消音型 | 冒险家乐园 (略有磨损),M4A1 消音型 | 冒险家乐园,2250.0,52.0,9778.0,9777.5,50.0,Rifle,4.345777777777778
★ StatTrak™ M9 Bayonet | Black Laminate (Field-Tested),M9 刺刀（★ StatTrak™） | 黑色层压板 (久经沙场),M9 刺刀（★ StatTrak™） | 黑色层压板,1010.07,14.0,4390.0,4389.5,28.0,Knife,4.346233429366281
Galil AR | Kami (Factory New),加利尔 AR | 神祗 (崭新出厂),加利尔 AR | 神祗,2.8,1.0,12.17,12.07,530.0,Rifle,4.3464285714285715
StatTrak™ MAC-10 | Disco Tech (Well-Worn),MAC-10（StatTrak™） | 渐变迪斯科 (破损不堪),MAC-10（StatTrak™） | 渐变迪斯科,6.2,1.0,26.95,26.85,102.0,SMG,4.346774193548387
R8 Revolver | Skull Crusher (Battle-Scarred),R8 左轮手枪 | 头骨粉碎者 (战痕累累),R8 左轮手枪 | 头骨粉碎者,2.07,1.0,9.0,8.99,53.0,Pistol,4.347826086956522
StatTrak™ R8 Revolver | Crazy 8 (Minimal Wear),R8 左轮手枪（StatTrak™） | 疯狂老八 (略有磨损),R8 左轮手枪（StatTrak™） | 疯狂老八,4.71,3.0,20.48,20.38,216.0,Pistol,4.348195329087049
★ StatTrak™ M9 Bayonet | Lore (Field-Tested),M9 刺刀（★ StatTrak™） | 传说 (久经沙场),M9 刺刀（★ StatTrak™） | 传说,1594.34,24.0,6933.0,6932.5,49.0,Knife,4.348507846507019
FAMAS | Rapid Eye Movement (Minimal Wear),法玛斯 | 目皆转睛 (略有磨损),法玛斯 | 目皆转睛,6.14,5.0,26.7,26.6,285.0,Rifle,4.348534201954397
M4A1-S | Hyper Beast (Well-Worn),M4A1 消音型 | 暴怒野兽 (破损不堪),M4A1 消音型 | 暴怒野兽,20.12,1.0,87.5,87.4,188.0,Rifle,4.348906560636182
StatTrak™ XM1014 | Black Tie (Minimal Wear),XM1014（StatTrak™） | 西装革履 (略有磨损),XM1014（StatTrak™） | 西装革履,3.54,2.0,15.4,15.3,208.0,Shotgun,4.350282485875706
StatTrak™ P90 | Grim (Minimal Wear),P90（StatTrak™） | 冷血无情 (略有磨损),P90（StatTrak™） | 冷血无情,1.37,5.0,5.96,5.95,425.0,SMG,4.350364963503649
M4A4 | Neo-Noir (Field-Tested),M4A4 | 黑色魅影 (久经沙场),M4A4 | 黑色魅影,8.16,20.0,35.5,35.4,5785.0,Rifle,4.3504901960784315
★ Driver Gloves | Snow Leopard (Field-Tested),驾驶手套（★） | 雪豹 (久经沙场),驾驶手套（★） | 雪豹,1084.02,23.0,4716.5,4716.0,674.0,Gloves,4.350934484603605
MP9 | Airlock (Well-Worn),MP9 | 气密 (破损不堪),MP9 | 气密,2.27,2.0,9.88,9.87,67.0,SMG,4.352422907488987
StatTrak™ Glock-18 | Moonrise (Well-Worn),格洛克 18 型（StatTrak™） | 城里的月光 (破损不堪),格洛克 18 型（StatTrak™） | 城里的月光,1.87,12.0,8.14,8.13,72.0,Pistol,4.352941176470588
M4A1-S | Leaded Glass (Minimal Wear),M4A1 消音型 | 破碎铅秋 (略有磨损),M4A1 消音型 | 破碎铅秋,8.5,64.0,37.0,36.9,1909.0,Rifle,4.352941176470588
UMP-45 | Primal Saber (Field-Tested),UMP-45 | 野蛮剑齿虎 (久经沙场),UMP-45 | 野蛮剑齿虎,2.89,5.0,12.58,12.48,562.0,SMG,4.352941176470588
StatTrak™ Tec-9 | Fuel Injector (Battle-Scarred),Tec-9（StatTrak™） | 燃料喷射器 (战痕累累),Tec-9（StatTrak™） | 燃料喷射器,5.51,14.0,23.99,23.89,55.0,Pistol,4.353901996370236
USP-S | Cortex (Factory New),USP 消音版 | 脑洞大开 (崭新出厂),USP 消音版 | 脑洞大开,12.35,14.0,53.8,53.9,758.0,Pistol,4.3562753036437245
M4A4 | The Emperor (Field-Tested),M4A4 | 皇帝 (久经沙场),M4A4 | 皇帝,19.66,48.0,85.66,85.56,2567.0,Rifle,4.3570701932858595
M4A1-S | Night Terror (Field-Tested),M4A1 消音型 | 夜无眠 (久经沙场),M4A1 消音型 | 夜无眠,1.4,197.0,6.1,6.09,5655.0,Rifle,4.357142857142857
Galil AR | Rocket Pop (Minimal Wear),加利尔 AR | 火箭冰棒 (略有磨损),加利尔 AR | 火箭冰棒,3.1,6.0,13.51,13.41,1207.0,Rifle,4.358064516129032
★ Bayonet | Fade (Factory New),刺刀（★） | 渐变之色 (崭新出厂),刺刀（★） | 渐变之色,1261.9,276.0,5500.0,5499.5,145.0,Knife,4.358507013234012
M4A4 | Howl (Factory New),M4A4 | 咆哮 (崭新出厂),M4A4 | 咆哮,8920.0,10.0,38886.0,38885.5,324.0,Rifle,4.359417040358744
M4A4 | Jungle Tiger (Minimal Wear),M4A4 | 丛林虎 (略有磨损),M4A4 | 丛林虎,7.37,1.0,32.13,32.03,103.0,Rifle,4.359565807327002
AWP | Atheris (Well-Worn),AWP | 树蝰 (破损不堪),AWP | 树蝰,3.67,5.0,16.0,15.9,593.0,Sniper Rifle,4.359673024523161
StatTrak™ USP-S | Black Lotus (Minimal Wear),USP 消音版（StatTrak™） | 黑莲花 (略有磨损),USP 消音版（StatTrak™） | 黑莲花,5.71,4.0,24.9,24.8,402.0,Pistol,4.36077057793345
Five-SeveN | Case Hardened (Field-Tested),FN57 | 表面淬火 (久经沙场),FN57 | 表面淬火,9.86,1.0,43.0,42.9,847.0,Pistol,4.36105476673428
M4A4 | Buzz Kill (Factory New),M4A4 | 喧嚣杀戮 (崭新出厂),M4A4 | 喧嚣杀戮,53.88,3.0,234.99,238.5,1022.0,Rifle,4.361358574610245
StatTrak™ M249 | Downtown (Field-Tested),M249（StatTrak™） | 闹市区 (久经沙场),M249（StatTrak™） | 闹市区,2.24,49.0,9.77,9.76,418.0,Machinegun,4.361607142857142
Sawed-Off | Kiss♥Love (Minimal Wear),截短霰弹枪 | 么么 (略有磨损),截短霰弹枪 | 么么,12.77,55.0,55.7,55.6,939.0,Shotgun,4.361785434612373
★ Sport Gloves | Amphibious (Field-Tested),运动手套（★） | 双栖 (久经沙场),运动手套（★） | 双栖,1349.02,27.0,5884.5,5884.0,590.0,Gloves,4.362055418007146
★ StatTrak™ Skeleton Knife | Fade (Factory New),骷髅匕首（★ StatTrak™） | 渐变之色 (崭新出厂),骷髅匕首（★ StatTrak™） | 渐变之色,2430.0,22.0,10600.0,10599.5,59.0,Knife,4.362139917695473
AK-47 | Baroque Purple (Field-Tested),AK-47 | 巴洛克之紫 (久经沙场),AK-47 | 巴洛克之紫,5.96,1.0,26.0,25.9,552.0,Rifle,4.3624161073825505
StatTrak™ SSG 08 | Mainframe 001 (Factory New),SSG 08（StatTrak™） | 主机001 (崭新出厂),SSG 08（StatTrak™） | 主机001,3.31,1.0,14.44,14.34,208.0,Sniper Rifle,4.362537764350453
Tec-9 | Bamboozle (Factory New),Tec-9 | 青竹伪装 (崭新出厂),Tec-9 | 青竹伪装,2.04,2.0,8.9,8.89,286.0,Pistol,4.362745098039216
★ Driver Gloves | Black Tie (Field-Tested),驾驶手套（★） | 西装革履 (久经沙场),驾驶手套（★） | 西装革履,366.73,35.0,1600.0,1599.5,857.0,Gloves,4.362882774793444
AWP | Atheris (Field-Tested),AWP | 树蝰 (久经沙场),AWP | 树蝰,4.79,65.0,20.9,20.8,2471.0,Sniper Rifle,4.3632567849686845
★ Moto Gloves | Spearmint (Field-Tested),摩托手套（★） | 薄荷 (久经沙场),摩托手套（★） | 薄荷,2131.43,7.0,9300.0,9299.5,442.0,Gloves,4.363267853037632
P250 | Visions (Field-Tested),P250 | 迷人幻象 (久经沙场),P250 | 迷人幻象,7.79,43.0,33.99,33.89,765.0,Pistol,4.363286264441592
StatTrak™ P250 | Supernova (Field-Tested),P250（StatTrak™） | 超新星 (久经沙场),P250（StatTrak™） | 超新星,2.06,27.0,8.99,8.98,180.0,Pistol,4.364077669902913
M4A1-S | Nitro (Factory New),M4A1 消音型 | 氮化处理 (崭新出厂),M4A1 消音型 | 氮化处理,9.34,20.0,40.77,40.67,1269.0,Rifle,4.365096359743041
★ StatTrak™ Butterfly Knife | Lore (Field-Tested),蝴蝶刀（★ StatTrak™） | 传说 (久经沙场),蝴蝶刀（★ StatTrak™） | 传说,2760.0,20.0,12049.0,12048.5,19.0,Knife,4.365579710144927
★ Specialist Gloves | Mogul (Factory New),专业手套（★） | 大腕 (崭新出厂),专业手套（★） | 大腕,1755.72,13.0,7666.0,7665.5,22.0,Gloves,4.366299865582211
StatTrak™ P2000 | Obsidian (Field-Tested),P2000（StatTrak™） | 黑曜石 (久经沙场),P2000（StatTrak™） | 黑曜石,2.53,1.0,11.05,10.95,54.0,Pistol,4.367588932806325
StatTrak™ SG 553 | Dragon Tech (Minimal Wear),SG 553（StatTrak™） | 青龙 (略有磨损),SG 553（StatTrak™） | 青龙,5.01,1.0,21.89,21.79,250.0,Rifle,4.369261477045908
PP-Bizon | Osiris (Factory New),PP-野牛 | 死亡主宰者 (崭新出厂),PP-野牛 | 死亡主宰者,1.81,8.0,7.91,7.9,475.0,SMG,4.370165745856354
Sawed-Off | The Kraken (Well-Worn),截短霰弹枪 | 北海巨妖 (破损不堪),截短霰弹枪 | 北海巨妖,8.86,1.0,38.72,38.62,9.0,Shotgun,4.37020316027088
★ Sport Gloves | Omega (Field-Tested),运动手套（★） | 欧米伽 (久经沙场),运动手套（★） | 欧米伽,954.14,16.0,4170.0,4169.5,424.0,Gloves,4.370427819816799
★ StatTrak™ Karambit | Doppler (Factory New),爪子刀（★ StatTrak™） | 多普勒 (崭新出厂),爪子刀（★ StatTrak™） | 多普勒,1432.3,11.0,6260.0,6150.09,131.0,Knife,4.3705927529148925
AK-47 | Ice Coaled (Minimal Wear),AK-47 | 可燃冰 (略有磨损),AK-47 | 可燃冰,33.71,53.0,147.38,146.88,4175.0,Rifle,4.371996440225452
AUG | Stymphalian (Minimal Wear),AUG | 湖怪鸟 (略有磨损),AUG | 湖怪鸟,4.46,1.0,19.5,19.4,669.0,Rifle,4.37219730941704
StatTrak™ SG 553 | Triarch (Minimal Wear),SG 553（StatTrak™） | 三巨头 (略有磨损),SG 553（StatTrak™） | 三巨头,1.69,4.0,7.39,7.38,168.0,Rifle,4.372781065088757
★ Specialist Gloves | Lt. Commander (Factory New),专业手套（★） | 陆军少尉长官 (崭新出厂),专业手套（★） | 陆军少尉长官,2080.48,5.0,9098.0,9097.5,15.0,Gloves,4.373029300930554
AWP | Fade (Factory New),AWP | 渐变之色 (崭新出厂),AWP | 渐变之色,1264.41,203.0,5529.5,5529.0,714.0,Sniper Rifle,4.373185912797273
P90 | Asiimov (Field-Tested),P90 | 二西莫夫 (久经沙场),P90 | 二西莫夫,11.92,1.0,52.14,52.04,1124.0,SMG,4.374161073825503
SSG 08 | Necropos (Factory New),SSG 08 | 通灵者 (崭新出厂),SSG 08 | 通灵者,1.63,15.0,7.13,7.12,165.0,Sniper Rifle,4.374233128834356
StatTrak™ XM1014 | Seasons (Well-Worn),XM1014（StatTrak™） | 四季 (破损不堪),XM1014（StatTrak™） | 四季,2.83,1.0,12.38,12.28,32.0,Shotgun,4.374558303886926
★ StatTrak™ Karambit | Case Hardened (Field-Tested),爪子刀（★ StatTrak™） | 表面淬火 (久经沙场),爪子刀（★ StatTrak™） | 表面淬火,1142.47,5.0,4999.0,4998.5,21.0,Knife,4.3756072369515175
AK-47 | Nightwish (Minimal Wear),AK-47 | 夜愿 (略有磨损),AK-47 | 夜愿,68.56,2.0,300.0,299.5,1606.0,Rifle,4.3757292882147025
★ Butterfly Knife | Doppler (Factory New),蝴蝶刀（★） | 多普勒 (崭新出厂),蝴蝶刀（★） | 多普勒,2085.16,54.0,9125.0,9124.5,695.0,Knife,4.376162980298874
M4A4 | 龍王 (Dragon King) (Minimal Wear),M4A4 | 龙王 (略有磨损),M4A4 | 龙王,17.8,1.0,77.9,77.9,1082.0,Rifle,4.376404494382022
★ Driver Gloves | Convoy (Field-Tested),驾驶手套（★） | 护卫 (久经沙场),驾驶手套（★） | 护卫,105.21,1.0,460.5,460.0,78.0,Gloves,4.376960364984317
AK-47 | Point Disarray (Field-Tested),AK-47 | 混沌点阵 (久经沙场),AK-47 | 混沌点阵,15.71,13.0,68.78,68.68,1969.0,Rifle,4.378103119032463
StatTrak™ USP-S | Lead Conduit (Field-Tested),USP 消音版（StatTrak™） | 铅管 (久经沙场),USP 消音版（StatTrak™） | 铅管,2.35,3.0,10.29,10.19,217.0,Pistol,4.378723404255319
MAC-10 | Indigo (Field-Tested),MAC-10 | 紫青之色 (久经沙场),MAC-10 | 紫青之色,2.35,6.0,10.29,10.19,50.0,SMG,4.378723404255319
M4A4 | The Emperor (Minimal Wear),M4A4 | 皇帝 (略有磨损),M4A4 | 皇帝,66.45,3.0,291.0,290.5,1390.0,Rifle,4.3792325056433405
★ StatTrak™ M9 Bayonet | Ultraviolet (Field-Tested),M9 刺刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),M9 刺刀（★ StatTrak™） | 致命紫罗兰,652.45,2.0,2857.98,2857.48,38.0,Knife,4.380381638439727
M4A4 | Asiimov (Field-Tested),M4A4 | 二西莫夫 (久经沙场),M4A4 | 二西莫夫,237.42,3.0,1040.0,1039.5,1295.0,Rifle,4.380422879285654
★ Broken Fang Gloves | Jade (Field-Tested),狂牙手套（★） | 翡翠 (久经沙场),狂牙手套（★） | 翡翠,155.44,1.0,681.0,680.5,318.0,Gloves,4.381111682964488
UMP-45 | Moonrise (Factory New),UMP-45 | 城里的月光 (崭新出厂),UMP-45 | 城里的月光,1.6,3.0,7.01,7.19,1356.0,SMG,4.38125
MP9 | Mount Fuji (Factory New),MP9 | 富士山 (崭新出厂),MP9 | 富士山,8.45,1.0,37.03,36.93,1490.0,SMG,4.38224852071006
MP5-SD | Agent (Factory New),MP5-SD | 探员 (崭新出厂),MP5-SD | 探员,3.4,1.0,14.9,14.8,115.0,SMG,4.382352941176471
StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear),双持贝瑞塔（StatTrak™） | 食人花 (略有磨损),双持贝瑞塔（StatTrak™） | 食人花,4.54,5.0,19.9,19.8,180.0,Pistol,4.383259911894273
★ Specialist Gloves | Tiger Strike (Minimal Wear),专业手套（★） | 老虎精英 (略有磨损),专业手套（★） | 老虎精英,2520.0,54.0,11048.5,11048.0,248.0,Gloves,4.384325396825397
AK-47 | Blue Laminate (Field-Tested),AK-47 | 蓝色层压板 (久经沙场),AK-47 | 蓝色层压板,11.24,1.0,49.28,49.18,1682.0,Rifle,4.384341637010676
StatTrak™ M249 | O.S.I.P.R. (Factory New),M249（StatTrak™） | O.S.I.P.R. (崭新出厂),M249（StatTrak™） | O.S.I.P.R.,1.69,2.0,7.41,7.4,152.0,Machinegun,4.384615384615385
★ Gut Knife | Gamma Doppler (Factory New),穿肠刀（★） | 伽玛多普勒 (崭新出厂),穿肠刀（★） | 伽玛多普勒,237.18,3.0,1040.0,1039.5,196.0,Knife,4.384855384096467
USP-S | Cortex (Battle-Scarred),USP 消音版 | 脑洞大开 (战痕累累),USP 消音版 | 脑洞大开,2.44,15.0,10.7,10.6,523.0,Pistol,4.385245901639344
★ Moto Gloves | Transport (Field-Tested),摩托手套（★） | 交运 (久经沙场),摩托手套（★） | 交运,120.35,3.0,527.8,527.3,355.0,Gloves,4.385542168674698
★ Hand Wraps | Overprint (Field-Tested),裹手（★） | 套印 (久经沙场),裹手（★） | 套印,398.64,2.0,1749.0,1748.5,726.0,Gloves,4.387417218543047
★ StatTrak™ Butterfly Knife | Ultraviolet (Field-Tested),蝴蝶刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),蝴蝶刀（★ StatTrak™） | 致命紫罗兰,1109.76,1.0,4869.5,4869.0,66.0,Knife,4.387885668973472
AK-47 | Slate (Minimal Wear),AK-47 | 墨岩 (略有磨损),AK-47 | 墨岩,6.84,48.0,30.02,29.92,10256.0,Rifle,4.388888888888889
M4A4 | In Living Color (Field-Tested),M4A4 | 活色生香 (久经沙场),M4A4 | 活色生香,9.11,72.0,39.99,39.89,2061.0,Rifle,4.389681668496158
★ Specialist Gloves | Crimson Web (Field-Tested),专业手套（★） | 深红之网 (久经沙场),专业手套（★） | 深红之网,397.21,47.0,1744.0,1743.5,701.0,Gloves,4.3906246066312535
★ StatTrak™ M9 Bayonet | Lore (Minimal Wear),M9 刺刀（★ StatTrak™） | 传说 (略有磨损),M9 刺刀（★ StatTrak™） | 传说,3320.0,29.0,14580.0,14579.5,17.0,Knife,4.391566265060241
